"dg-description","dg-ndc","dg-strength","dg-search-code","dg-supplier-code","dg-description-generic","dg-dispensing-units","dg-dea-class","dg-pkg-size-units","dg-standard-qty","dg-lot-nbr","dg-price(1)","dg-price(2)","dg-price(3)","dg-price(4)","dg-price(5)","dg-price(6)","dg-price(7)","dg-price(8)","dg-price(9)","dg-acquis-percent-of-awp","dg-fee-schedule","dg-tax-schedule","dg-compound-code","dg-drug-type-override","dg-hot-list-code","dg-unit-dose-code","dg-exception-price-percent","dg-exception-drug-y-n","dg-exception-prorate-y-n","dg-special-price-y-n","dg-external-use-y-n","dg-generic-y-n","dg-jobber-y-n","dg-maintenance-y-n","dg-inactive-code","dg-pkg-insert-y-n","dg-price-poster-qty","dg-state-code","dg-state-generic-y-n","dg-alt-product-code","dg-alt-product-type","dg-generic-ind","dg-generic-price-ind","dg-3pty-conv-factor","dg-comments","dg-date-last-change","dg-orange-book-code-fdb","dg-days-till-expires","dg-nbr-disp-pkgs","dg-message-nbr","dg-pkg-size-dec-metric","dg-obsolete-date","dg-ndc-new","dg-ndc-prev","dg-drug-form-code","dg-location-id","dg-location-device-id","dg-monitor-refills-y-n","dg-insulin-syringe","dg-non-insulin-syringe","dg-injectable-non-insulin","dg-otc","dg-state-restricted","dg-fertility","dg-vitamin","dg-desi-drug","dg-cosmetic-indications","dg-aids-related-drug","dg-smoking-deterrent","dg-fluoride","dg-ostomy-supplies","dg-topical-contraceptive","dg-misc-diabetic-supplies","dg-needle","dg-laxative","dg-insulin","dg-hematinic","dg-antacid","dg-diagnostic","dg-antiobesity-drug","dg-oral-contraceptive","dg-anti-anexiety-agent","dg-orange-book-code","dg-generic-code-seq-nbr","dg-preferred-product-code","dg-fdb-hic3-code","dg-skip-generic-disp-y-n","dg-nbr-of-doses-in-container","dg-date-last-update","dg-new-drug-y-n","dg-date-record-added","dg-time-record-added","dg-date-last-dispensed","dg-price-date-last-update(1)","dg-price-date-last-update(2)","dg-price-date-last-update(3)","dg-price-date-last-update(4)","dg-price-date-last-update(5)","dg-price-date-last-update(6)","dg-price-date-last-update(7)","dg-price-date-last-update(8)","dg-price-date-last-update(9)","dg-maintain-inventory-y-n","dg-maintain-0-on-hand-qty","dg-qty-on-hand-desired","dg-qty-on-hand","dg-qty-on-order","dg-qty-reorder","dg-reorder-point","dg-reorder-method-code","dg-meth2-min-days-sup","dg-meth2-max-days-sup","dg-meth2-min-reorder-qty","dg-meth2-max-reorder-qty","dg-date-ordered","dg-purchase-order-nbr","dg-inv-adj-percent","dg-inv-buffer-qty","dg-adjust-reorder-point","dg-inv-months-back","dg-inv-months-forward","dg-monthly-qty(1)","dg-monthly-qty(2)","dg-monthly-qty(3)","dg-monthly-qty(4)","dg-monthly-qty(5)","dg-monthly-qty(6)","dg-monthly-qty(7)","dg-monthly-qty(8)","dg-monthly-qty(9)","dg-monthly-qty(10)","dg-monthly-qty(11)","dg-monthly-qty(12)","dg-monthly-qty(13)","dg-monthly-rxs(1)","dg-monthly-rxs(2)","dg-monthly-rxs(3)","dg-monthly-rxs(4)","dg-monthly-rxs(5)","dg-monthly-rxs(6)","dg-monthly-rxs(7)","dg-monthly-rxs(8)","dg-monthly-rxs(9)","dg-monthly-rxs(10)","dg-monthly-rxs(11)","dg-monthly-rxs(12)","dg-monthly-rxs(13)","dg-date-dg-usage-rolled","dg-lot-date-expires","dg-warehouse-drug-y-n","dg-manual-or-fdb-drug","dg-ndc-configuration-ind","dg-drug-of-choice-ndc","dg-dummy-warehouse-y-n","dg-supplier-of-drug","dg-generic-code-nbr","dg-sup1-pkg-size","dg-sup2-pkg-size","dg-supplier-code-2","dg-supplier-of-drug-2","dg-route-code","dg-fdb-dosage-form-desc","dg-ingredient-message","dg-automed-dispensed-y-n","dg-code1-product-y-n","dg-record-type"
"PAP-LEVEMIR 100 UNITS/ML VIAL","03000000056",,"LEVEMIR",,,"ML","06","00010",,,"00032.2800","00032.2800","00032.2800",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00169368712","11172016",,,,,"00010.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"059586","02",,,,,"Y","10142016","00002053",,,,,,,,,,,"Y",,,"0000040",,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0025305",,,,,,,,,,"01"
"PAP-LIVALO 1 MG TABLET PRO","03000000057",,"LIVALO",,,"EA","06","00090",,,"00007.4500","00007.4500","00007.4500",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","66869010490","11172016",,,,,"00090.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"066349","02",,,,,"Y","10142016","00002054",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0028588",,,,,,,,,,"01"
"PAP-LIVALO 2 MG TABLET PRO","03000000058",,"LIVALO",,,"EA","06","00090",,,"00007.4500","00007.4500","00007.4500",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","66869020490","11172016",,,,,"00090.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"066350","02",,,,,"Y","10142016","00002056",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0028594",,,,,,,,,,"01"
"PAP-LIVALO 4 MG TABLET PRO","03000000059",,"LIVALO",,,"EA","06","00090",,,"00007.4500","00007.4500","00007.4500",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","66869040490","11172016",,,,,"00090.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"066351","02",,,,,"Y","10152016","00000028",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0028595",,,,,,,,,,"01"
"PAP-LUPRON DEPOT 22.5 MG 3MO K","03000000062",,"LUPRON",,,"EA","06","00001",,,"03742.9900","03742.9900","03742.9900",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00074334603","11172016",,,,,"00001.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"044964","02",,,,,"Y","10142016","00002100",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0084593",,,,,,,,,,"01"
"PAP-LUPRON DEPOT 3.75 MG KIT A","03000000064",,"LUPRON",,,"EA","06","00001",,,"01047.0000","01047.0000","01047.0000",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00074364103","11172016",,,,,"00001.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"045017","02",,,,,"Y","10142016","00002102",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0080254",,,,,,,,,,"01"
"PAP-LUPRON DEPOT 45 MG 6MO KIT","03000000063",,"LUPRON",,,"EA","06","00001",,,"07486.1100","07486.1100","07486.1100",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00074347303","11172016",,,,,"00001.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"067506","02",,,,,"Y","10142016","00002101",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0030083",,,,,,,,,,"01"
"PAP-LUPRON DEPOT 7.5 MG KIT AB","03000000065",,"LUPRON",,,"EA","06","00001",,,"01247.6700","01247.6700","01247.6700",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00074364203","11172016",,,,,"00001.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"067356","02",,,,,"Y","10142016","00002103",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0029894",,,,,,,,,,"01"
"PAP-LUPRON DEPOT-4 MONTH KIT A","03000000066",,"LUPRON",,,"EA","06","00001",,,"04990.6700","04990.6700","04990.6700",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00074368303","11172016",,,,,"00001.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"044968","02",,,,,"Y","10142016","00002103",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0084598",,,,,,,,,,"01"
"PAP-LUPRON DEPOT-PED 11.25 MG","03000000060",,"LUPRON",,,"EA","06","00001",,,"02286.7000","02286.7000","02286.7000",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00074228203","11172016",,,,,"00001.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"047665","02",,,,,"Y","10152016","00000029",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0013172",,,,,,,,,,"01"
"PAP-LUPRON DEPOT-PED 15 MG KIT","03000000061",,"LUPRON",,,"EA","06","00001",,,"02518.5600","02518.5600","02518.5600",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00074244003","11172016",,,,,"00001.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"047851","02",,,,,"Y","10152016","00000030",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0013174",,,,,,,,,,"01"
"PAP-LYRICA 100 MG CAPSULE P-D","03000000070",,"LYRICA",,,"EA","05","00090",,,"00005.7504","00005.7504","00005.7504",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00071101568","11172016",,,,,"00090.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"057802","02",,,,,"Y","10142016","00002259",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0023048",,,,,,,,,,"01"
"PAP-LYRICA 150 MG CAPSULE P-D","03000000071",,"LYRICA","1",,"EA","05","00090",,,"00005.7504","00005.7504","00005.7504",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,"N",,,,,"0001","00071101668","11172016",,,,,"00090.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"057803","02",,,,,"Y","10152016","00000036",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0023049",,,,,,,,,,"01"
"PAP-LYRICA 200 MG CAPSULE P-D","03000000072",,"LYRICA",,,"EA","05","00090",,,"00005.7504","00005.7504","00005.7504",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00071101768","11172016",,,,,"00090.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"057804","02",,,,,"Y","10142016","00002302",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0023051",,,,,,,,,,"01"
"PAP-LYRICA 225 MG CAPSULE P-D","03000000074",,"LYRICA",,,"EA","05","00090",,,"00005.7504","00005.7504","00005.7504",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00071101968","11172016",,,,,"00090.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"059401","02",,,,,"Y","10142016","00002303",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0025019",,,,,,,,,,"01"
"PAP-LYRICA 25 MG CAPSULE P-D","03000000067",,"LYRICA",,,"EA","05","00090",,,"00005.7504","00005.7504","00005.7504",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00071101268","11172016",,,,,"00090.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"057799","02",,,,,"Y","10152016","00000010",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0023039",,,,,,,,,,"01"
"PAP-LYRICA 300 MG CAPSULE P-D","03000000073",,"LYRICA",,,"EA","05","00090",,,"00005.7504","00005.7504","00005.7504",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00071101868","11172016",,,,,"00090.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"057805","02",,,,,"Y","10142016","00002302",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0023052",,,,,,,,,,"01"
"PAP-LYRICA 50 MG CAPSULE P-D","03000000068",,"LYRICA",,,"EA","05","00090",,,"00005.7504","00005.7504","00005.7504",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00071101368","11172016",,,,,"00090.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"057800","02","1","N","57801",,"Y","10142016","00002132",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0023046",,,,,,,,,,"01"
"PAP-LYRICA 75 MG CAPSULE P-D","03000000069",,"LYRICA",,,"CA","05","00090",,,"00005.7504","00005.7504","00005.7504",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00071101468","01032017",,,,,"00090.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"057801","02",,,,,"Y","10142016","00002135","02182017",,,,,,,,,,"Y",,,"0000090-",,,,"0",,,,,,"4500000",,,,,,"000000090",,,,,,,,,,,,"000000090","0000001",,,,,,,,,,,,"0000001","02182017",,,,,,,"03","0023047",,,,,,,,,,"01"
"PAP-MESTINON 180 MG TIMESPAN V","03000000075",,"MESTINON",,,"EA","06","00030",,,"00027.5947","00027.5947","00027.5947",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00187301330","11172016",,,,,"00030.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"004765","02",,,,,"Y","10142016","00002304",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0018540",,,,,,,,,,"01"
"PAP-MIRENA","05014942301",,,,,,,"00001",,,,,,,,,,,,,,,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001",,,,,,,"00001.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,"02",,,,,"Y","04042017","00001812","04042017",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,"000000001",,,,,,,,,,,,,"0000001","04042017",,,,,,,"00",,,,,,,,,,,"01"
"PAP-MIRENA SYSTEM BER","03000000076",,"MIRENA",,,"EA","06","00001",,,"01030.0000","01030.0000","01030.0000",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","50419042101","11172016",,,,,"00001.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"023725","02",,,,,"Y","10152016","00000037",,,,,,,,,,,"Y",,,"0000001",,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0011639",,,,,,,,,,"01"
"PAP-NEXIUM DR 40 MG CAPSULE AS","03000000130",,"NEXIUM",,,"CA","06","00090",,,"00010.0372","00010.0372","00010.0372",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00186504054","11172016",,,,,"00090.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"047526","02",,,,,"Y","10152016","00000509",,,,,,,,,,,"Y",,,"0000270",,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10312016",,,,,,,"03","0012868",,,,,,,,,,"01"
"PAP-NOVOLIN 70-30 100 UNIT/ML","03000000077",,"NOVOLIN",,,"ML","07","00010",,,"00016.5240","00016.5240","00016.5240",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00169183711","03112017",,,,,"00010.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"016311","02",,,,,"Y","10142016","00002307","02112017",,,,,,,,,,"Y",,,"0000120",,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,"000000090",,"000000090",,,,,,,,,,,"0000001",,"0000001","02112017",,,,,,,"03","0050001",,,,,,,,,,"01"
"PAP-NOVOLIN N 100 UNITS/ML VIA","03000000078",,"NOVOLIN",,,"ML","07","00010",,,"00016.5240","00016.5240","00016.5240",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00169183411","05022017",,,,,"00010.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"001740","02",,,,,"Y","10142016","00002308","04222017",,,,,,,,,,"Y",,,"0000240",,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,"000000200","000000060",,,,,,,,,,,,"0000002","0000001","04222017",,,,,,,"03","0011660",,,,,,,,,,"01"
"PAP-NOVOLIN R 100 UNITS/ML VIA","03000000079",,"NOVOLIN",,,"ML","07","00010",,,"00016.5240","00016.5240","00016.5240",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00169183311","11172016",,,,,"00010.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"001723","02",,,,,"Y","10142016","00002309",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0011642",,,,,,,,,,"01"
"PAP-NOVOLOG 100 UNIT/ML CARTRI","03000000081",,"NOVOLOG",,,"ML","06","00003",,,"00037.9520","00037.9520","00037.9520",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00169330312","11172016",,,,,"00003.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"044093","02",,,,,"Y","10152016","00000011",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0092886",,,,,,,,,,"01"
"PAP-NOVOLOG 100 UNIT/ML VIAL N","03000000080",,"NOVOLOG",,,"ML","06","00010",,,"00030.6480","00030.6480","00030.6480",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00169750111","04152017",,,,,"00010.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"044340","02",,,,,"Y","10142016","00002309","02112017",,,,,,,,,,"Y",,,"0000070",,,,"0",,,,,,"4500000",,,,,,"000000010",,,,,,,,,,,"000000050","000000040","0000001",,,,,,,,,,,"0000001","0000001","02112017",,,,,,,"03","0092326",,,,,,,,,,"01"
"PAP-NOVOLOG MIX 70-30 FLEXPEN","03000000132",,"NOVOLOG",,,"ML","06","00003",,,"00039.4600","00039.4600","00039.4600",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00169369619","11172016",,,,,"00003.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"050134","02",,,,,"Y","10152016","00000516",,,,,,,,,,,"Y",,,"0000015",,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10312016",,,,,,,"03","0017075",,,,,,,,,,"01"
"PAP-NOVOLOG MIX 70-30 VIAL NOV","03000000131",,"NOVOLOG",,,"ML","06","00010",,,"00031.7880","00031.7880","00031.7880",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00169368512","01212017",,,,,"00010.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"051718","02",,,,,"Y","10152016","00000513","02112017",,,,,,,,,,"Y",,,"0000050",,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,"000000060",,,,,,,,,,,,,"0000001","02112017",,,,,,,"03","0019057",,,,,,,,,,"01"
"PAP-PRADAXA 110 MG CAPSULE B-I","03000000082",,"PRADAXA",,,"EA","06","00060",,,"00006.9982","00006.9982","00006.9982",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00597010860","11172016",,,,,"00060.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"063998","02",,,,,"Y","10142016","00002311",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0099709",,,,,,,,,,"01"
"PAP-PRADAXA 150 MG CAPSULE B-I","03000000083",,"PRADAXA",,,"EA","06","00060",,,"00006.9982","00006.9982","00006.9982",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00597013554","11172016",,,,,"00060.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"066781","02",,,,,"Y","10142016","00002312",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0029166",,,,,,,,,,"01"
"PAP-PRADAXA 75 MG CAPSULE B-I","03000000084",,"PRADAXA",,,"EA","06","00060",,,"00006.9982","00006.9982","00006.9982",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00597014954","11172016",,,,,"00060.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"063997","02",,,,,"Y","10142016","00002313",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0099708",,,,,,,,,,"01"
"PAP-PREMARIN 0.3 MG TABLET AYE","03000000086",,"PREMARIN",,,"EA","06","01000",,,"00004.7505","00004.7505","00004.7505",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00046110091","11172016",,,,,"01000.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"003211","02",,,,,"Y","10152016","00000038",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0010943",,,,,,,,,,"01"
"PAP-PREMARIN 0.45 MG TABLET AY","03000000087",,"PREMARIN",,"1","EA","06","00100",,,"00004.7506","00004.7506","00004.7506",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00046110181","11172016",,,,,"00100.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"052766","02",,,,,"Y","10152016","00000012",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0019975",,,,,,,,,,"01"
"PAP-PREMARIN 0.625 MG TABLET A","03000000088",,,,,"EA","06","00100",,,"00004.7506","00004.7506","00004.7506",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00046110281","11032016",,,,,"00100.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"003212","02",,,,,"Y","10142016","00002317",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0010942",,,,,,,,,,"01"
"PAP-PREMARIN 1.25 MG TABLET AY","03000000089",,"PREMARIN",,,"EA","06","00100",,,"00004.7506","00004.7506","00004.7506",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00046110481","11172016",,,,,"00100.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"003214","02",,,,,"Y","10142016","00002317",,,,,,,,,,,"Y",,,,,,,"0",,,,,,"4500000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10242016",,,,,,,"03","0010945",,,,,,,,,,"01"
"PAP-PREMARIN VAGINAL CREAM-APP","03000000085",,"PREMARIN",,,"GM","06","00030",,,"00010.5207","00010.5207","00010.5207",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00046087221","04292017",,,,,"00030.0000",,,,"2",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"007013","02",,,,,"Y","10142016","00002314","04112017",,,,,,,,,,"Y",,,"0000265",,,,"0",,,,,,"4500000",,,,,,"000000152","000000006",,,,,,,,"000000060","000000150","000000120","000000120","0000003","0000001",,,,,,,,"0000001","0000002","0000002","0000002","04042017",,,,,,,"03","0028410",,,,,,,,,,"01"
