RXCUI,Ingredient,Strength,Treats,Order Limit (avg),Pills per Clinic (by charge),Item Description,NDC,Order Date,Items per Package,Number of Packages,Total Items in Order,Price per Unit,Price per Package,Total Order Cost
313586,venlafaxine,75 MG,"['Anxiety Disorders', 'Attention Deficit Disorder with Hyperactivity', 'Autistic Disorder', 'Depressive Disorder', 'Obsessive-Compulsive Disorder', 'Pain', 'Fatigue Syndrome, Chronic']",17,-1,VENLAF TAB 75MG AVK 500,42291089550,2016-02-26,500,2,1000,$0.092,$46.02,$92.04
313586,venlafaxine,75 MG,"['Anxiety Disorders', 'Attention Deficit Disorder with Hyperactivity', 'Autistic Disorder', 'Depressive Disorder', 'Obsessive-Compulsive Disorder', 'Pain', 'Fatigue Syndrome, Chronic']",17,33.65384615384615,VENLAF TAB 75MG      AVK   500,42291089550,2016-01-05,500,1,500,$0.092,$46.02,$46.02
198427,lamotrigine,100 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Seizures']",23,-1,LAMOTRIG TAB 100MG ZYD 1000@,68382000810,2016-06-24,1000,1,1000,$0.045,$44.90,$44.90
198427,lamotrigine,100 MG,"['Bipolar Disorder', 'Epilepsies, Partial', 'Seizures']",23,20.467836257309944,LAMOTRIG TAB 100MG  ZYD  1000@,68382000810,2016-01-05,1000,1,1000,$0.045,$45.44,$45.44
197903,Lovastatin,10 MG,"['Arteriosclerosis', 'Coronary Artery Disease', 'Hypercholesterolemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Hypertriglyceridemia']",11,-1,LOVASTAT TAB 10MG SAN 1000@,00185007010,2016-02-23,1000,1,1000,$0.059,$59.22,$59.22
310346,Finasteride,5 MG,"['Alopecia', 'Hirsutism', 'Prostatic Hyperplasia', 'Prostatic Neoplasms']",6,-1,FINASTER TAB 5MG CAMB 90@,31722052590,2016-07-01,90,4,360,$0.093,$8.40,$33.60
310346,Finasteride,5 MG,"['Alopecia', 'Hirsutism', 'Prostatic Hyperplasia', 'Prostatic Neoplasms']",6,4.883720930232559,FINASTER TAB 5MG AURO 90@,65862014990,2016-02-23,90,2,180,$0.092,$8.29,$16.58
308416,Aspirin,81 MG,"['Arthritis, Rheumatoid', 'Fever', 'Gout', 'Inflammation', 'Osteoarthritis', 'Pain', 'Rheumatic Fever']",370,-1,ASPIRIN EC TAB 81MG MMP 1000@,00536100410,2016-09-13,1000,5,5000,$0.005,$4.86,$24.30
308416,Aspirin,81 MG,"['Arthritis, Rheumatoid', 'Fever', 'Gout', 'Inflammation', 'Osteoarthritis', 'Pain', 'Rheumatic Fever']",370,250.0,ASPIRIN EC TAB 81MG MMP 1000@,00536100410,2016-08-02,1000,3,3000,$0.005,$4.86,$14.58
308416,Aspirin,81 MG,"['Arthritis, Rheumatoid', 'Fever', 'Gout', 'Inflammation', 'Osteoarthritis', 'Pain', 'Rheumatic Fever']",370,3684.210526315789,ASPIR-LOW EC TAB 81MG Q/P1000@,00603002632,2016-07-14,1000,20,20000,$0.006,$6.30,$126.00
308416,Aspirin,81 MG,"['Arthritis, Rheumatoid', 'Fever', 'Gout', 'Inflammation', 'Osteoarthritis', 'Pain', 'Rheumatic Fever']",370,85.88957055214725,ASPIR-LOW EC TAB 81MG Q/P1000@,00603002632,2016-02-02,1000,4,4000,$0.006,$5.83,$23.32
995906,Penicillin G,1000000 UNT/ML (expressed as Penicillin G Potassium),"['Gonorrhea', 'Meningococcal Infections', 'Streptococcal Infections', 'Syphilis', 'Gonorrhea', 'Meningococcal Infections', 'Streptococcal Infections', 'Syphilis']",0,-1,PFIZERPEN VIAL 20MIU,00049053028,2016-02-15,20,1,20,$1.51,$30.21,$30.21
896762,Labetalol,200 MG (expressed as Labetalol hydrochloride),"['Angina Pectoris', 'Heart Failure', 'Hypertension', 'Hypertension, Malignant', 'Myocardial Infarction']",17,-1,LABETALOL TAB 200MG WAT 500@,00591060605,2016-03-08,500,2,1000,$0.295,$147.66,$295.32
896762,Labetalol,200 MG (expressed as Labetalol hydrochloride),"['Angina Pectoris', 'Heart Failure', 'Hypertension', 'Hypertension, Malignant', 'Myocardial Infarction']",17,125.0,LABETALOL TAB 200MG WAT 500@,00591060605,2016-02-23,500,1,500,$0.299,$149.42,$149.42
617310,atorvastatin,20 MG,"['Arteriosclerosis', 'Coronary Artery Disease', 'Hypercholesterolemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Hypertriglyceridemia']",46,-1,ATORVAS FCT 20MG APX 1000@,60505257908,2016-07-01,1000,2,2000,$0.133,$133.45,$266.90
617310,atorvastatin,20 MG,"['Arteriosclerosis', 'Coronary Artery Disease', 'Hypercholesterolemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Hypertriglyceridemia']",46,46.66666666666667,ATORVAS FCT 20MG APX 1000@,60505257908,2016-02-02,1000,2,2000,$0.133,$133.45,$266.90
311036,"Regular Insulin, Human",100 UNT/ML,"['Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia', 'Hyperkalemia', 'Nutritional and Metabolic Diseases', 'Myocardial Reperfusion Injury', 'Diabetic Ketoacidosis']",2,-1,HUMULIN R REG INSUL U100 10ML,00002821501,2016-02-09,10,20,200,$1.24,$12.40,$248.00
1483744,Naltrexone,50 MG (expressed as Naltrexone hydrochloride),"['Alcoholism', 'Opioid-Related Disorders']",2,-1,NALTREXONE TAB 50MG MALL 100@,00406117001,2016-05-17,100,1,100,$0.589,$58.88,$58.88
1483744,Naltrexone,50 MG (expressed as Naltrexone hydrochloride),"['Alcoholism', 'Opioid-Related Disorders']",2,3.3333333333333335,NALTREXONE TAB 50MG MALL 100@,00406117001,2016-02-02,100,1,100,$0.593,$59.30,$59.30
1000141,Medroxyprogesterone,5 MG (expressed as medroxyprogesterone acetate),"['Amenorrhea', 'Breast Neoplasms', 'Carcinoma, Renal Cell', 'Endometrial Hyperplasia', 'Hypoventilation', 'Uterine Hemorrhage', 'Endometrial Neoplasms']",2,-1,MEDROXYPR TAB 5MG BARR 100@,00555087302,2016-02-23,100,2,200,$0.083,$8.33,$16.66
311725,Mirtazapine,15 MG,['Depressive Disorder'],19,-1,MIRTAZAP TAB 15MG UD UDLPC300@,51079008656,2016-05-31,300,4,1200,$0.099,$29.83,$119.32
311725,Mirtazapine,15 MG,['Depressive Disorder'],19,16.57894736842105,MIRTAZAP TAB 15MG TEV 30@,00093720656,2016-02-26,30,15,450,$0.147,$4.40,$66.00
106258,Hydrocortisone,10 MG/ML,"['Adrenal Insufficiency', 'Adrenal Hyperplasia, Congenital', 'Colitis, Ulcerative', 'Facial Dermatoses', 'Foot Dermatoses', 'Hand Dermatoses', 'Hemorrhoids', 'Inflammation', 'Leg Dermatoses', 'Pruritus Ani', 'Rheumatic Diseases', 'Scalp Dermatoses', 'Shock', 'Status Asthmaticus', 'Skin Diseases, Eczematous']",0,-1,SM HYDROC+ALO CRM 1% M/S 1OZ,49348052172,2016-08-05,1,10,10,$1.74,$1.74,$17.40
106258,Hydrocortisone,10 MG/ML,"['Adrenal Insufficiency', 'Adrenal Hyperplasia, Congenital', 'Colitis, Ulcerative', 'Facial Dermatoses', 'Foot Dermatoses', 'Hand Dermatoses', 'Hemorrhoids', 'Inflammation', 'Leg Dermatoses', 'Pruritus Ani', 'Rheumatic Diseases', 'Scalp Dermatoses', 'Shock', 'Status Asthmaticus', 'Skin Diseases, Eczematous']",0,0.26515151515151514,HYDROCORT CRM 1% Q/P 1OZ@,00603053550,2016-05-31,1,5,5,$1.06,$1.06,$5.30
106258,Hydrocortisone,10 MG/ML,"['Adrenal Insufficiency', 'Adrenal Hyperplasia, Congenital', 'Colitis, Ulcerative', 'Facial Dermatoses', 'Foot Dermatoses', 'Hand Dermatoses', 'Hemorrhoids', 'Inflammation', 'Leg Dermatoses', 'Pruritus Ani', 'Rheumatic Diseases', 'Scalp Dermatoses', 'Shock', 'Status Asthmaticus', 'Skin Diseases, Eczematous']",0,0.9722222222222221,SM HYDROC+ALO CRM 1% M/S 1OZ,49348052172,2016-05-13,1,5,5,$1.74,$1.74,$8.70
106258,Hydrocortisone,10 MG/ML,"['Adrenal Insufficiency', 'Adrenal Hyperplasia, Congenital', 'Colitis, Ulcerative', 'Facial Dermatoses', 'Foot Dermatoses', 'Hand Dermatoses', 'Hemorrhoids', 'Inflammation', 'Leg Dermatoses', 'Pruritus Ani', 'Rheumatic Diseases', 'Scalp Dermatoses', 'Shock', 'Status Asthmaticus', 'Skin Diseases, Eczematous']",0,0.7,SM HYDROC+ALO CRM 1% M/S 2OZ,49348043578,2016-02-23,2,8,16,$1.235,$2.47,$19.76
106258,Hydrocortisone,10 MG/ML,"['Adrenal Insufficiency', 'Adrenal Hyperplasia, Congenital', 'Colitis, Ulcerative', 'Facial Dermatoses', 'Foot Dermatoses', 'Hand Dermatoses', 'Hemorrhoids', 'Inflammation', 'Leg Dermatoses', 'Pruritus Ani', 'Rheumatic Diseases', 'Scalp Dermatoses', 'Shock', 'Status Asthmaticus', 'Skin Diseases, Eczematous']",0,0.7446808510638298,SM HYDROC+ALO CRM 1%  M/S  2OZ,,2016-01-07,2,5,10,$1.235,$2.47,$12.35
314238,Tropicamide,10 MG/ML,"['Iritis', 'Keratitis', 'Iridocyclitis']",0,-1,TROPICAM OPHT SOL 1% FAL 3ML@,61314035501,2016-09-30,3,1,3,$0.68,$2.04,$2.04
314238,Tropicamide,10 MG/ML,"['Iritis', 'Keratitis', 'Iridocyclitis']",0,1.0,TROPICAM OPHT SOL 1% FAL 3ML@,61314035501,2016-09-09,3,2,6,$0.68,$2.04,$4.08
314238,Tropicamide,10 MG/ML,"['Iritis', 'Keratitis', 'Iridocyclitis']",0,0.8571428571428571,TROPICAM OPHT SOL 1% FAL 3ML@,61314035501,2016-07-22,3,4,12,$0.68,$2.04,$8.16
314238,Tropicamide,10 MG/ML,"['Iritis', 'Keratitis', 'Iridocyclitis']",0,0.75,TROPICAM OPHT SOL 1% FAL 3ML@,61314035501,2016-05-13,3,5,15,$0.68,$2.04,$10.20
314238,Tropicamide,10 MG/ML,"['Iritis', 'Keratitis', 'Iridocyclitis']",0,0.5303030303030303,TROPICAM SOL 1% FAL 15ML,61314035502,2016-02-04,15,1,15,$0.151,$2.27,$2.27
856448,Propranolol,10 MG (expressed as Propranolol Hydrochloride),"['Angina Pectoris', 'Anxiety Disorders', 'Esophageal and Gastric Varices', 'Heart Failure', 'Hypertension', 'Hypertension, Portal', 'Myocardial Infarction', 'Pheochromocytoma', 'Tachycardia, Supraventricular', 'Ventricular Fibrillation', 'Panic Disorder', 'Tachycardia, Ventricular', 'Essential Tremor']",34,-1,PROPRAN TAB 10MG MYLN 1000@,00378018210,2016-07-12,1000,1,1000,$0.106,$105.65,$105.65
856448,Propranolol,10 MG (expressed as Propranolol Hydrochloride),"['Angina Pectoris', 'Anxiety Disorders', 'Esophageal and Gastric Varices', 'Heart Failure', 'Hypertension', 'Hypertension, Portal', 'Myocardial Infarction', 'Pheochromocytoma', 'Tachycardia, Supraventricular', 'Ventricular Fibrillation', 'Panic Disorder', 'Tachycardia, Ventricular', 'Essential Tremor']",34,52.23880597014926,PROPRAN TAB 10MG MYLN 1000@,00378018210,2016-05-06,1000,1,1000,$0.105,$104.85,$104.85
856448,Propranolol,10 MG (expressed as Propranolol Hydrochloride),"['Angina Pectoris', 'Anxiety Disorders', 'Esophageal and Gastric Varices', 'Heart Failure', 'Hypertension', 'Hypertension, Portal', 'Myocardial Infarction', 'Pheochromocytoma', 'Tachycardia, Supraventricular', 'Ventricular Fibrillation', 'Panic Disorder', 'Tachycardia, Ventricular', 'Essential Tremor']",34,29.166666666666668,PROPRAN TAB 10MG    Q/P  1000,00603548232,2016-01-07,1000,1,1000,$0.152,$151.58,$151.58
860975,Metformin,500 MG (expressed as Metformin hydrochloride),"['Diabetes Mellitus, Type 2']",81,-1,METFORM ER HCI TB 500MGASC500@,67877015905,2016-07-22,500,4,2000,$0.022,$10.83,$43.32
860975,Metformin,500 MG (expressed as Metformin hydrochloride),"['Diabetes Mellitus, Type 2']",81,184.21052631578945,METFORM ER HCI TB 500MGASC500@,67877015905,2016-06-14,500,4,2000,$0.023,$11.45,$45.80
860975,Metformin,500 MG (expressed as Metformin hydrochloride),"['Diabetes Mellitus, Type 2']",81,0.0,METFORM ER TAB 500MG CARA 500@,62756014202,2016-06-14,500,0,0,$0.0,$0.00,$0.00
860975,Metformin,500 MG (expressed as Metformin hydrochloride),"['Diabetes Mellitus, Type 2']",81,35.714285714285715,METFORM ER TAB 500MG CARA 500@,62756014202,2016-03-08,500,2,1000,$0.035,$17.59,$35.18
860975,Metformin,500 MG (expressed as Metformin hydrochloride),"['Diabetes Mellitus, Type 2']",81,55.55555555555556,METFORM ER TB 500MG   AVK 1000,42291061010,2016-01-05,1000,1,1000,$0.061,$60.58,$60.58
860975,Metformin,500 MG (expressed as Metformin hydrochloride),"['Diabetes Mellitus, Type 2']",81,106.06060606060606,METFORM HCI ER TB 5CMG ASC100,67877015901,2015-12-03,100,10,1000,$0.026,$2.62,$26.20
1658472,pneumococcal capsular polysaccharide type 1 vaccine,0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML,[],0,-1,PNEUMOVAX 23 SDV 10,00006494300,2016-09-27,10,1,10,$71.557,$715.57,$715.57
1658472,pneumococcal capsular polysaccharide type 1 vaccine,0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML / 0.05 MG/ML,[],0,0.14893617021276598,PNEUMOVAX 23 SDV 10,00006494300,2016-02-05,10,1,10,$72.415,$724.15,$724.15
310536,Glyburide,3 MG,"['Diabetes Mellitus, Type 2']",10,-1,GLYBURIDE TAB 3MG WEST 100@,00143991901,2016-08-16,100,3,300,$0.021,$2.10,$6.30
310536,Glyburide,3 MG,"['Diabetes Mellitus, Type 2']",10,11.538461538461538,GLYBURIDE TAB 3MG WEST 100@,00143991901,2016-05-17,100,3,300,$0.021,$2.10,$6.30
310536,Glyburide,3 MG,"['Diabetes Mellitus, Type 2']",10,11.538461538461538,GLYBURIDE TAB 3MG WEST 100,00143991901,2016-02-16,100,3,300,$0.021,$2.13,$6.39
903857,Pyridostigmine,60 MG (expressed as Pyridostigmine Bromide),"['Abnormalities, Drug-Induced', 'Myasthenia Gravis']",2,-1,PYRIDOSTIG TAB 60MG GPC 100@,00115351101,2016-02-05,100,2,200,$0.705,$70.46,$140.92
209443,Acetaminophen,500 MG,"['Fever', 'Pain']",289,-1,MAPAP TAB 500MG MMP 1000@,00904198880,2016-08-19,1000,4,4000,$0.006,$6.40,$25.60
209443,Acetaminophen,500 MG,"['Fever', 'Pain']",289,1944.4444444444443,MAPAP TAB 500MG MMP 1000@,00904198880,2016-07-14,1000,20,20000,$0.006,$6.40,$128.00
209443,Acetaminophen,500 MG,"['Fever', 'Pain']",289,21.472392638036812,MAPAP TAB 500MG MMP 1000@,00904198880,2016-02-02,1000,1,1000,$0.006,$6.47,$6.47
312055,Nystatin,100000 UNT/ML,"['Candidiasis', 'Candidiasis, Chronic Mucocutaneous', 'Candidiasis, Cutaneous', 'Candidiasis, Oral', 'Candidiasis, Vulvovaginal']",2,-1,NYSTATIN O/S 100MU/ML Q/P60ML@,00603148149,2016-02-26,60,3,180,$0.103,$6.20,$18.60
197388,Azathioprine,50 MG,"['Arthritis, Rheumatoid', 'Autoimmune Diseases', 'Colitis, Ulcerative', 'Crohn Disease', 'Lupus Erythematosus, Systemic', 'Multiple Sclerosis', 'Purpura, Thrombocytopenic, Idiopathic']",8,-1,AZATHIOPR TAB 50MG UD AHP 100@,68084022901,2016-06-21,100,2,200,$0.383,$38.34,$76.68
197388,Azathioprine,50 MG,"['Arthritis, Rheumatoid', 'Autoimmune Diseases', 'Colitis, Ulcerative', 'Crohn Disease', 'Lupus Erythematosus, Systemic', 'Multiple Sclerosis', 'Purpura, Thrombocytopenic, Idiopathic']",8,10.714285714285714,AZATHIOPR TAB 50MG UD AHP 100@,68084022901,2016-03-15,100,3,300,$0.383,$38.34,$115.02
197388,Azathioprine,50 MG,"['Arthritis, Rheumatoid', 'Autoimmune Diseases', 'Colitis, Ulcerative', 'Crohn Disease', 'Lupus Erythematosus, Systemic', 'Multiple Sclerosis', 'Purpura, Thrombocytopenic, Idiopathic']",8,20.0,AZATHIOPR TAB 50MG UD AHP 100@,68084022901,2016-02-09,100,2,200,$0.388,$38.80,$77.60
198896,Ascorbic Acid,500 MG,"['Common Cold', 'Methemoglobinemia', 'Scurvy', 'Wounds, Penetrating', 'Tyrosinemias']",14,-1,SM VIT C CAP 500MG 250,,2016-02-02,250,5,1250,$0.019,$4.80,$24.00
106892,"Regular Insulin, Human",70 UNT/ML / 30 UNT/ML,"['Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia', 'Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia', 'Hyperkalemia', 'Nutritional and Metabolic Diseases', 'Myocardial Reperfusion Injury', 'Diabetic Ketoacidosis']",12,-1,HUMULIN 70/30 MDV 10ML,00002871501,2016-08-09,10,20,200,$1.269,$12.69,$253.80
106892,"Regular Insulin, Human",70 UNT/ML / 30 UNT/ML,"['Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia', 'Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia', 'Hyperkalemia', 'Nutritional and Metabolic Diseases', 'Myocardial Reperfusion Injury', 'Diabetic Ketoacidosis']",12,43.75,HUMULIN 70/30 MDV 10ML,00002871501,2016-07-12,10,35,350,$1.226,$12.26,$429.10
106892,"Regular Insulin, Human",70 UNT/ML / 30 UNT/ML,"['Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia', 'Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia', 'Hyperkalemia', 'Nutritional and Metabolic Diseases', 'Myocardial Reperfusion Injury', 'Diabetic Ketoacidosis']",12,12.5,HUMULIN 70/30 MDV 10ML,00002871501,2016-06-14,10,10,100,$1.226,$12.26,$122.60
106892,"Regular Insulin, Human",70 UNT/ML / 30 UNT/ML,"['Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia', 'Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia', 'Hyperkalemia', 'Nutritional and Metabolic Diseases', 'Myocardial Reperfusion Injury', 'Diabetic Ketoacidosis']",12,10.294117647058824,HUMULIN 70/30 MDV 10ML,00002871501,2016-05-11,10,10,100,$1.226,$12.26,$122.60
106892,"Regular Insulin, Human",70 UNT/ML / 30 UNT/ML,"['Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia', 'Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia', 'Hyperkalemia', 'Nutritional and Metabolic Diseases', 'Myocardial Reperfusion Injury', 'Diabetic Ketoacidosis']",12,8.536585365853659,HUMULIN 70/30 MDV 10ML,00002871501,2016-03-31,10,10,100,$1.226,$12.26,$122.60
106892,"Regular Insulin, Human",70 UNT/ML / 30 UNT/ML,"['Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia', 'Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia', 'Hyperkalemia', 'Nutritional and Metabolic Diseases', 'Myocardial Reperfusion Injury', 'Diabetic Ketoacidosis']",12,12.068965517241379,HUMULIN 70/30 MDV 10ML,00002871501,2016-02-02,10,20,200,$1.24,$12.40,$248.00
308493,Neomycin,0.4 UNT/MG / 0.0035 MG/MG / 10 UNT/MG,"['Clostridium Infections', 'Enterocolitis, Pseudomembranous', 'Staphylococcal Infections', 'Streptococcal Infections', 'Eye Infections, Bacterial', 'Gram-Positive Bacterial Infections', 'Skin Diseases, Bacterial', 'Escherichia coli Infections', 'Hepatic Encephalopathy', 'Skin Diseases, Bacterial', 'Urinary Bladder Diseases', 'Enterobacteriaceae Infections', 'Escherichia coli Infections', 'Gastrointestinal Diseases', 'Haemophilus Infections', 'Klebsiella Infections', 'Otitis Externa', 'Pseudomonas Infections', 'Skin Diseases', 'Wounds and Injuries', 'Eye Infections, Bacterial', 'Meningitis, Bacterial', 'Soft Tissue Infections']",0,-1,NEOMY+POL B OPH OIN B&L 3.5GM@,24208078055,2016-03-15,5,1,5,$2.618,$13.09,$13.09
308493,Neomycin,0.4 UNT/MG / 0.0035 MG/MG / 10 UNT/MG,"['Clostridium Infections', 'Enterocolitis, Pseudomembranous', 'Staphylococcal Infections', 'Streptococcal Infections', 'Eye Infections, Bacterial', 'Gram-Positive Bacterial Infections', 'Skin Diseases, Bacterial', 'Escherichia coli Infections', 'Hepatic Encephalopathy', 'Skin Diseases, Bacterial', 'Urinary Bladder Diseases', 'Enterobacteriaceae Infections', 'Escherichia coli Infections', 'Gastrointestinal Diseases', 'Haemophilus Infections', 'Klebsiella Infections', 'Otitis Externa', 'Pseudomonas Infections', 'Skin Diseases', 'Wounds and Injuries', 'Eye Infections, Bacterial', 'Meningitis, Bacterial', 'Soft Tissue Infections']",0,1.0,NEOMY+POL B OPH OIN B&L 3.5GM@,24208078055,2016-02-09,5,2,10,$2.65,$13.25,$26.50
1115005,Docusate,100 MG (expressed as Docusate Sodium),['Constipation'],69,-1,DOC-Q-LACE CAP 100MG Q/P 1000@,00603015032,2016-08-12,1000,2,2000,$0.012,$12.38,$24.76
1115005,Docusate,100 MG (expressed as Docusate Sodium),['Constipation'],69,64.81481481481481,DOC-Q-LACE CAP 100MG Q/P 1000@,00603015032,2016-04-26,1000,2,2000,$0.011,$11.32,$22.64
1115005,Docusate,100 MG (expressed as Docusate Sodium),['Constipation'],69,100.0,DOC-Q-LACE CAP 100MG Q/P 1000@,00603015032,2016-02-16,1000,2,2000,$0.011,$11.19,$22.38
311237,Ketotifen,0.25 MG/ML,[],3,-1,SM EYE ITCH ALLER 0.17OZ,49348010717,2016-07-29,17,10,170,$0.339,$5.76,$57.60
311237,Ketotifen,0.25 MG/ML,[],3,2.539634146341464,SM EYE ITCH ALLER 0.17OZ,49348010717,2016-02-16,17,7,119,$0.339,$5.76,$40.32
1795514,Glucose,500 MG/ML,"['Hypoglycemia', 'Nutritional and Metabolic Diseases', 'Postoperative Complications']",0,-1,DEXTR FTV 50% 50ML HW 25,00409664802,2016-02-09,25,1,25,$2.006,$50.15,$50.15
995624,Meclizine,12.5 MG (expressed as Meclizine Hydrochloride),"['Motion Sickness', 'Vertigo']",34,-1,MECLIZ HCI CPLT12.5MG MMP1000@,00536101710,2016-04-26,1000,1,1000,$0.02,$20.29,$20.29
995624,Meclizine,12.5 MG (expressed as Meclizine Hydrochloride),"['Motion Sickness', 'Vertigo']",34,71.42857142857143,MECLIZ HCI CPLT12.5MG MMP1000@,00536101710,2016-03-08,1000,1,1000,$0.02,$20.29,$20.29
995624,Meclizine,12.5 MG (expressed as Meclizine Hydrochloride),"['Motion Sickness', 'Vertigo']",34,125.0,MECLIZ HCI CPLT12.5MG MMP1000@,00536101710,2016-02-09,1000,1,1000,$0.021,$20.53,$20.53
1797907,fluticasone,0.05 MG/ACTUAT (expressed as Fluticasone propionate),"['Rhinitis, Allergic, Perennial']",20,-1,FLUTICAS NAS SP50MCG HI-T16GM@,50383070016,2016-09-15,16,20,320,$0.339,$5.42,$108.40
1797907,fluticasone,0.05 MG/ACTUAT (expressed as Fluticasone propionate),"['Rhinitis, Allergic, Perennial']",20,18.064516129032256,FLUTICAS NAS SP50MCG HI-T16GM@,50383070016,2016-07-15,16,20,320,$0.298,$4.77,$95.40
1797907,fluticasone,0.05 MG/ACTUAT (expressed as Fluticasone propionate),"['Rhinitis, Allergic, Perennial']",20,23.333333333333336,FLUTICAS NAS SP50MCG HI-T16GM@,50383070016,2016-06-21,16,10,160,$0.281,$4.50,$45.00
1797907,fluticasone,0.05 MG/ACTUAT (expressed as Fluticasone propionate),"['Rhinitis, Allergic, Perennial']",20,14.35897435897436,FLUTICAS NAS SPR 50MCGROX16GM@,00054327099,2016-05-13,16,10,160,$0.482,$7.71,$77.10
1797907,fluticasone,0.05 MG/ACTUAT (expressed as Fluticasone propionate),"['Rhinitis, Allergic, Perennial']",20,37.333333333333336,FLUTICAS NAS SP 50MCGWOCK16GM@,60432026415,2016-04-28,16,10,160,$0.422,$6.76,$67.60
1797907,fluticasone,0.05 MG/ACTUAT (expressed as Fluticasone propionate),"['Rhinitis, Allergic, Perennial']",20,31.111111111111107,FLUTICAS NAS SP 50MCGWOCK16GM@,60432026415,2016-04-19,16,5,80,$0.422,$6.76,$33.80
1797907,fluticasone,0.05 MG/ACTUAT (expressed as Fluticasone propionate),"['Rhinitis, Allergic, Perennial']",20,15.0,FLUTICAS NAS SP 50MCGWOCK16GM@,60432026415,2016-02-23,16,15,240,$0.428,$6.85,$102.75
1797907,fluticasone,0.05 MG/ACTUAT (expressed as Fluticasone propionate),"['Rhinitis, Allergic, Perennial']",20,60.0,FLUTICAS NAS SP 50MCGWOCK16GM@,60432026415,2016-02-09,16,15,240,$0.431,$6.89,$103.35
1797907,fluticasone,0.05 MG/ACTUAT (expressed as Fluticasone propionate),"['Rhinitis, Allergic, Perennial']",20,48.0,FLUTICAS NAS SP 50MCGWOCK16GM@,60432026415,2016-02-02,16,6,96,$0.431,$6.89,$41.34
198014,Naproxen,500 MG,"['Arthritis, Juvenile', 'Arthritis, Rheumatoid', 'Bursitis', 'Dysmenorrhea', 'Fever', 'Gout', 'Inflammation', 'Osteoarthritis', 'Pain', 'Rheumatic Diseases', 'Spondylitis, Ankylosing']",86,-1,NAPROXEN TAB 500MG GLEN 500@,68462019005,2016-08-23,500,4,2000,$0.044,$22.25,$89.00
198014,Naproxen,500 MG,"['Arthritis, Juvenile', 'Arthritis, Rheumatoid', 'Bursitis', 'Dysmenorrhea', 'Fever', 'Gout', 'Inflammation', 'Osteoarthritis', 'Pain', 'Rheumatic Diseases', 'Spondylitis, Ankylosing']",86,388.88888888888886,NAPROXEN TAB 500MG CIP 500,31722034205,2016-08-05,500,4,2000,$0.045,$22.67,$90.68
198014,Naproxen,500 MG,"['Arthritis, Juvenile', 'Arthritis, Rheumatoid', 'Bursitis', 'Dysmenorrhea', 'Fever', 'Gout', 'Inflammation', 'Osteoarthritis', 'Pain', 'Rheumatic Diseases', 'Spondylitis, Ankylosing']",86,65.78947368421052,NAPROXEN TAB 500MG CAMB 500,31722034205,2016-03-25,500,5,2500,$0.045,$22.67,$113.35
